movie_id;features
192487;74,10,0.46,0.54,0.29,0.18,0.22,0.14,0.18,504065,1658,0.075
192489;3,0,0.36,0.64,0.31,0.31,0.16,0.14,0.08,9925,1284,0.012
192491;26,7,0.44,0.56,0.33,0.15,0.17,0.2,0.14,3584,895,0.025
192497;3,0,0.61,0.39,0.15,0.16,0.17,0.15,0.38,9417,1353,0.012
192503;32,1,0.57,0.43,0.21,0.13,0.14,0.19,0.33,148054,1606,0.069
192537;12,2,0.39,0.61,0.36,0.25,0.09,0.11,0.18,15086,808,0.077
192545;5,1,0.24,0.76,0.5,0.33,0.11,0.05,0.01,10277,1519,0.021
192547;2,1,0.43,0.57,0.26,0.28,0.2,0.14,0.13,50962,1498,0.022
192551;52,20,0.49,0.51,0.26,0.15,0.22,0.12,0.25,7920,2211,0.034
192557;4,1,0.21,0.79,0.68,0.12,0.08,0.08,0.04,5681,776,0.067
192559;1,0,0.32,0.68,0.46,0.24,0.17,0.07,0.07,12163,1256,0.037
192561;32,5,0.42,0.58,0.27,0.28,0.21,0.17,0.08,37509,3923,0.033
192565;16,4,0.27,0.73,0.55,0.17,0.14,0.1,0.05,2010,1461,0.0
192573;418,120,0.36,0.64,0.34,0.32,0.13,0.13,0.09,21264,1750,0.069
192579;2,0,0.64,0.36,0.14,0.18,0.08,0.17,0.43,1262,1086,0.0
192581;19,3,0.44,0.56,0.26,0.19,0.25,0.22,0.08,78287,1017,0.034
192587;390,101,0.39,0.61,0.32,0.23,0.22,0.08,0.14,321875,1480,0.081
192593;1500,495,0.58,0.42,0.15,0.13,0.2,0.28,0.24,50875,1147,0.074
192615;1,0,0.42,0.58,0.38,0.15,0.21,0.1,0.17,3363,2586,0.0
192639;17,1,0.5,0.5,0.15,0.23,0.29,0.14,0.2,1400,721,0.012
192649;2,0,0.61,0.39,0.11,0.15,0.18,0.28,0.29,1065,553,0.0
192675;66,8,0.29,0.71,0.43,0.33,0.17,0.02,0.06,5748,1149,0.047
192693;305,77,0.34,0.66,0.31,0.35,0.21,0.08,0.06,418720,3280,0.033
192697;4,2,0.54,0.46,0.11,0.24,0.23,0.23,0.2,26465,1419,0.065
192701;226,34,0.45,0.55,0.28,0.21,0.19,0.14,0.19,5386,760,0.011
192713;788,216,0.31,0.69,0.4,0.31,0.17,0.09,0.03,202938,1406,0.061
192729;3,0,0.31,0.69,0.48,0.17,0.18,0.12,0.05,5368,1475,0.034
192731;376,87,0.42,0.58,0.22,0.28,0.21,0.19,0.1,117797,1309,0.043
192737;2,1,0.37,0.63,0.38,0.24,0.13,0.14,0.11,4855,1660,0.0
192749;120,60,0.29,0.71,0.47,0.27,0.13,0.09,0.03,39327,1083,0.011
192753;12,1,0.42,0.58,0.27,0.26,0.18,0.16,0.13,20272,1000,0.022
192755;1,0,0.33,0.67,0.46,0.17,0.11,0.23,0.03,2069,1028,0.01
192761;456,116,0.35,0.65,0.32,0.28,0.23,0.14,0.03,9063,1309,0.113
192765;12,3,0.51,0.49,0.18,0.14,0.3,0.19,0.19,192783,1022,0.194
192777;500,128,0.32,0.68,0.41,0.23,0.24,0.08,0.04,25614,1327,0.065
192783;646,129,0.38,0.62,0.35,0.25,0.16,0.13,0.12,13853,3007,0.029
192785;4,2,0.29,0.71,0.33,0.08,0.58,0.0,0.0,6192,2005,0.167
192787;1065,74,0.52,0.48,0.19,0.17,0.25,0.13,0.25,561144,1630,0.031
192795;1,0,0.53,0.47,0.0,0.3,0.4,0.3,0.0,1817,957,0.0
192797;8174,2185,0.65,0.35,0.09,0.13,0.18,0.24,0.36,59338,1440,0.063
192799;294,68,0.24,0.76,0.54,0.27,0.12,0.05,0.02,73430,1253,0.038
192801;1254,304,0.28,0.72,0.52,0.21,0.17,0.06,0.05,1711,770,0.023
192803;215,41,0.39,0.61,0.37,0.18,0.18,0.16,0.11,13621,3965,0.039
192823;281,94,0.36,0.64,0.35,0.27,0.19,0.08,0.12,41446,1637,0.052
192825;590,231,0.39,0.61,0.24,0.3,0.28,0.14,0.04,138130,2319,0.049
192827;27,1,0.41,0.58,0.33,0.19,0.18,0.15,0.16,23050,668,0.029
192835;12,3,0.34,0.66,0.31,0.37,0.17,0.13,0.03,188619,2128,0.044
192841;1,0,0.47,0.54,0.33,0.33,0.0,0.17,0.17,262,581,0.0
192849;1,0,0.47,0.53,0.3,0.1,0.23,0.21,0.15,2616,881,0.011
192855;13,5,0.46,0.54,0.14,0.27,0.27,0.27,0.05,156482,19739,0.167
192861;1,0,0.24,0.76,0.62,0.12,0.16,0.05,0.05,2768,2663,0.0
192875;9,1,0.38,0.62,0.36,0.19,0.22,0.14,0.09,5939,1143,0.0
192901;1,0,0.39,0.61,0.44,0.17,0.0,0.28,0.11,4447,741,0.083
192903;6,1,0.43,0.57,0.27,0.22,0.24,0.15,0.12,8984,1567,0.03
192911;146,42,0.44,0.56,0.27,0.16,0.36,0.07,0.16,58018,922,0.059
192931;49,37,0.42,0.58,0.28,0.22,0.28,0.12,0.1,3379,1408,0.031
192933;46,13,0.43,0.57,0.26,0.25,0.23,0.12,0.15,19650,2590,0.057
192981;26,4,0.39,0.61,0.3,0.27,0.22,0.09,0.12,33483,4047,0.056
192997;7,3,0.36,0.64,0.35,0.22,0.24,0.13,0.07,46821,1595,0.075
192999;3,1,0.37,0.63,0.31,0.29,0.17,0.14,0.09,5915,1302,0.041
193011;200,89,0.37,0.63,0.35,0.27,0.16,0.13,0.09,7029,1768,0.046
193013;3,1,0.45,0.55,0.15,0.35,0.21,0.21,0.08,4273,756,0.027
193015;19,4,0.35,0.65,0.31,0.34,0.18,0.09,0.08,30711,1034,0.118
193021;0,0,0.36,0.64,0.49,0.04,0.06,0.36,0.05,1149,3469,0.0
193025;1,0,0.42,0.58,0.27,0.3,0.16,0.08,0.19,1638,1228,0.014
193065;12,10,0.39,0.61,0.39,0.18,0.17,0.12,0.14,13246,4652,0.034
193067;80,17,0.35,0.65,0.41,0.18,0.22,0.09,0.09,5672,744,0.052
193069;1239,468,0.49,0.51,0.14,0.3,0.21,0.17,0.18,661578,1595,0.058
193073;18,8,0.49,0.51,0.2,0.06,0.46,0.15,0.12,37536,1117,0.042
193133;2,0,0.26,0.74,0.59,0.12,0.2,0.05,0.05,3264,1995,0.026
193137;72,19,0.35,0.65,0.38,0.19,0.26,0.12,0.05,22724,2141,0.061
193139;257,48,0.38,0.62,0.23,0.38,0.21,0.11,0.07,350956,534,0.169
193145;1,1,0.62,0.38,0.13,0.12,0.18,0.22,0.35,11685,1442,0.203
193147;1,0,0.34,0.66,0.49,0.16,0.15,0.1,0.09,8936,1025,0.013
193175;4974,849,0.44,0.56,0.3,0.21,0.17,0.15,0.16,13082,1652,0.014
193177;3,1,0.48,0.52,0.2,0.2,0.29,0.16,0.16,18157,2406,0.129
193183;488,127,0.3,0.7,0.44,0.26,0.19,0.09,0.02,65007,4043,0.087
193185;90,26,0.52,0.48,0.14,0.17,0.29,0.28,0.12,26763,1938,0.034
193201;636,264,0.4,0.6,0.3,0.24,0.25,0.1,0.12,88884,792,0.053
193219;98,22,0.53,0.47,0.18,0.27,0.12,0.19,0.24,5499,2179,0.0
193223;221,74,0.37,0.63,0.24,0.4,0.21,0.06,0.1,1971,1255,0.011
193227;2,1,0.37,0.63,0.33,0.23,0.25,0.14,0.04,7378,5743,0.014
193229;1,0,0.26,0.74,0.55,0.11,0.28,0.03,0.03,14487,1746,0.026
193241;4,1,0.35,0.65,0.34,0.3,0.2,0.09,0.08,7771,1264,0.022
193243;461,93,0.38,0.62,0.32,0.29,0.17,0.12,0.11,43136,5078,0.042
193245;2,0,0.41,0.59,0.26,0.25,0.25,0.13,0.1,69006,1936,0.094
193253;422,197,0.35,0.65,0.28,0.31,0.31,0.07,0.04,34946,3189,0.106
193257;1,0,0.57,0.43,0.0,0.2,0.6,0.0,0.2,4028,1989,0.0
193259;5,2,0.44,0.56,0.19,0.25,0.3,0.18,0.07,9261,984,0.107
193261;1,0,0.47,0.53,0.22,0.23,0.25,0.16,0.15,2881,1503,0.014
193263;7,2,0.24,0.76,0.51,0.26,0.19,0.0,0.03,29910,1760,0.076
193267;13,7,0.44,0.56,0.24,0.25,0.26,0.12,0.14,59954,1158,0.029
193269;0,0,0.82,0.18,0.02,0.11,0.04,0.03,0.8,528,199,0.0
193271;477,75,0.44,0.55,0.18,0.3,0.25,0.16,0.11,32355,2147,0.102
193273;3,1,0.48,0.52,0.18,0.3,0.22,0.12,0.19,11116,1672,0.021
193275;5,1,0.34,0.66,0.35,0.29,0.16,0.14,0.06,7011,1735,0.088
193277;18,2,0.51,0.49,0.27,0.15,0.18,0.16,0.25,13153,942,0.03
193279;560,167,0.41,0.59,0.31,0.18,0.29,0.1,0.13,2873,1242,0.012
193281;2,1,0.52,0.48,0.09,0.25,0.31,0.24,0.11,6360,1543,0.058
193283;583,24,0.35,0.65,0.4,0.19,0.22,0.12,0.07,178483,966,0.093
193285;143,66,0.48,0.52,0.18,0.24,0.24,0.19,0.14,4112,1942,0.0
193287;45,16,0.54,0.46,0.17,0.17,0.23,0.19,0.24,26251,2110,0.03
193295;196,22,0.36,0.64,0.36,0.21,0.26,0.12,0.05,25749,1561,0.083
193297;240,70,0.55,0.45,0.04,0.09,0.69,0.13,0.06,19665,1757,0.028
193299;15,8,0.47,0.53,0.28,0.14,0.17,0.34,0.07,4377,1364,0.038
193321;86,38,0.38,0.62,0.35,0.25,0.18,0.13,0.09,81810,2385,0.067
193323;173,41,0.33,0.67,0.42,0.22,0.24,0.11,0.02,9059,1523,0.037
193325;6,0,0.28,0.72,0.0,1.0,0.0,0.0,0.0,262,523,0.0
193327;4,1,0.58,0.42,0.11,0.19,0.16,0.25,0.3,2021,1079,0.0
193371;7,3,0.71,0.29,0.06,0.16,0.13,0.11,0.54,19817,839,0.02
193395;205,36,0.46,0.54,0.26,0.23,0.17,0.16,0.18,347179,1132,0.061
193405;47,10,0.47,0.53,0.29,0.14,0.22,0.19,0.16,29379,2172,0.038
193407;1298,263,0.34,0.66,0.35,0.31,0.21,0.08,0.06,151366,1956,0.02
193409;162,30,0.28,0.72,0.47,0.23,0.16,0.09,0.04,5850,2627,0.0
193417;121,39,0.29,0.71,0.44,0.29,0.17,0.04,0.06,7856,911,0.022
193439;6,1,0.45,0.55,0.2,0.28,0.25,0.13,0.15,3012,978,0.01
193441;114,37,0.45,0.55,0.22,0.25,0.25,0.15,0.13,15300,1769,0.051
193445;7,1,0.37,0.63,0.39,0.24,0.14,0.15,0.09,2037,836,0.012
193447;110,48,0.41,0.59,0.28,0.28,0.2,0.13,0.11,22601,1159,0.027
193449;5244,1349,0.43,0.57,0.25,0.26,0.22,0.1,0.17,1677,736,0.0
193451;764,76,0.34,0.66,0.36,0.29,0.18,0.1,0.07,4480,976,0.0
193455;1,0,0.41,0.59,0.33,0.2,0.22,0.12,0.13,12031,2153,0.055
193465;70,10,0.3,0.7,0.39,0.32,0.17,0.09,0.03,17349,2783,0.039
193471;87,28,0.35,0.65,0.36,0.28,0.21,0.09,0.07,298762,1699,0.011
193473;3770,1026,0.21,0.79,0.59,0.28,0.07,0.04,0.02,28279,3071,0.064
193475;24,4,0.57,0.43,0.1,0.28,0.11,0.32,0.19,8138,493,0.0
193477;2,0,0.56,0.44,0.16,0.23,0.14,0.19,0.28,2095,1144,0.014
193479;571,162,0.43,0.57,0.17,0.28,0.3,0.18,0.06,10848,1567,0.133
193481;1,1,0.42,0.58,0.16,0.06,0.73,0.04,0.02,1696,607,0.011
193509;357,70,0.38,0.62,0.31,0.19,0.29,0.16,0.06,19333,772,0.013
193511;810,158,0.26,0.75,0.55,0.21,0.12,0.06,0.05,158894,1519,0.066
193523;153,33,0.09,0.91,0.9,0.05,0.05,0.0,0.0,13907,337,0.01
193533;12,5,0.29,0.71,0.48,0.2,0.2,0.05,0.06,4505,2742,0.023
193543;15,6,0.46,0.54,0.17,0.33,0.2,0.17,0.14,556095,1032,0.073
193547;12,4,0.36,0.64,0.34,0.27,0.2,0.09,0.1,9917,5578,0.02
193561;4,1,0.38,0.62,0.27,0.29,0.27,0.12,0.06,93888,1829,0.034
193563;1,1,0.45,0.55,0.19,0.33,0.2,0.18,0.11,4178,1079,0.033
193569;207,20,0.49,0.51,0.24,0.23,0.16,0.12,0.24,99580,2290,0.024
193575;18,1,0.34,0.66,0.39,0.25,0.21,0.11,0.04,7133,1286,0.03
193577;1,0,0.47,0.53,0.2,0.2,0.34,0.13,0.12,152413,1289,0.076
193587;68,7,0.25,0.75,0.56,0.21,0.13,0.06,0.04,38473,1124,0.071
193589;157,43,0.42,0.58,0.26,0.24,0.26,0.15,0.1,38539,1378,0.026
193595;27,7,0.47,0.53,0.19,0.19,0.35,0.17,0.1,17515,1666,0.077
193597;17,2,0.25,0.75,0.57,0.21,0.1,0.07,0.05,17920,1875,0.12
193599;37,17,0.48,0.52,0.22,0.22,0.22,0.17,0.16,21127,2648,0.059
193603;226,57,0.47,0.53,0.16,0.3,0.24,0.13,0.17,77387,1603,0.029
193605;76,11,0.4,0.6,0.22,0.27,0.31,0.15,0.05,3874,1185,0.043
193607;27,3,0.43,0.57,0.15,0.41,0.17,0.15,0.12,8434,1229,0.06
193617;1,0,0.58,0.42,0.12,0.22,0.1,0.29,0.27,27582,2205,0.174
193629;9,1,0.6,0.4,0.08,0.21,0.2,0.22,0.28,5742,1261,0.078
193633;8,1,0.54,0.46,0.19,0.2,0.14,0.21,0.26,119105,799,0.25
193635;19,4,0.4,0.6,0.32,0.28,0.15,0.1,0.15,174244,1729,0.1
193637;28,3,0.39,0.61,0.32,0.23,0.27,0.08,0.1,2856,1277,0.022
193641;39,8,0.4,0.6,0.34,0.21,0.22,0.08,0.16,27067,1286,0.171
193647;62,13,0.56,0.44,0.19,0.19,0.12,0.12,0.38,823363,2674,0.06
193677;3,1,0.44,0.56,0.17,0.41,0.21,0.1,0.11,17625,1362,0.099
193681;1316,365,0.45,0.55,0.15,0.37,0.23,0.16,0.09,299829,1473,0.112
193691;2415,541,0.43,0.57,0.23,0.27,0.3,0.08,0.13,5140,1024,0.033
193693;1,0,0.18,0.82,1.0,0.0,0.0,0.0,0.0,3340,2471,0.0
193695;2,1,0.4,0.6,0.34,0.19,0.23,0.15,0.1,8885,1333,0.117
193697;302,85,0.54,0.46,0.21,0.16,0.18,0.15,0.3,33811,1878,0.041
193705;1,1,0.33,0.67,0.4,0.32,0.08,0.13,0.07,2120,1803,0.0
193725;5,1,0.38,0.62,0.34,0.23,0.19,0.19,0.06,70418,1032,0.021
193749;41,6,0.57,0.43,0.14,0.12,0.3,0.22,0.23,51557,742,0.111
193751;15,3,0.46,0.54,0.14,0.31,0.25,0.21,0.09,49818,3156,0.031
193761;3,1,0.49,0.51,0.2,0.18,0.25,0.22,0.14,3481,1789,0.037
193769;11,3,0.69,0.31,0.01,0.03,0.14,0.66,0.16,49868,1993,0.137
193771;2,0,0.32,0.68,0.39,0.29,0.21,0.07,0.04,12158,1293,0.086
193779;139,44,0.46,0.54,0.24,0.19,0.23,0.18,0.16,61458,1235,0.026
193781;4,1,0.56,0.44,0.13,0.22,0.16,0.27,0.23,14458,2111,0.032
193793;339,177,0.36,0.64,0.3,0.3,0.24,0.13,0.02,20888,3604,0.051
193797;1,0,0.27,0.73,0.42,0.4,0.1,0.06,0.02,11242,1093,0.023
193811;0,0,0.38,0.62,0.16,0.5,0.2,0.08,0.06,980,597,0.0
193813;374,53,0.56,0.44,0.13,0.17,0.26,0.2,0.25,888727,3417,0.083
193821;234,78,0.23,0.77,0.59,0.18,0.15,0.05,0.03,4073,1270,0.022
193843;1437,281,0.4,0.6,0.29,0.33,0.17,0.12,0.09,38917,1087,0.089
193847;45,7,0.37,0.63,0.41,0.17,0.22,0.11,0.09,84944,2081,0.049
193849;0,0,0.45,0.55,0.29,0.0,0.43,0.29,0.0,4208,403,0.0
193851;1959,200,0.41,0.59,0.28,0.24,0.28,0.12,0.09,373988,5918,0.079
193866;797,334,0.43,0.57,0.29,0.22,0.19,0.15,0.16,6423,1057,0.021
193872;6,2,0.44,0.56,0.2,0.3,0.22,0.16,0.12,3972,937,0.036
193884;8,2,0.68,0.32,0.04,0.11,0.2,0.23,0.42,2476,1767,0.0
193886;354,159,0.5,0.5,0.21,0.22,0.22,0.12,0.22,6503,893,0.0
193894;16,2,0.42,0.58,0.42,0.16,0.15,0.08,0.2,120597,10644,0.031
193898;80,15,0.44,0.56,0.24,0.25,0.21,0.18,0.12,18894,1829,0.027
193900;47,27,0.43,0.57,0.28,0.23,0.17,0.2,0.13,19625,2197,0.036
193902;3376,742,0.28,0.72,0.49,0.21,0.2,0.08,0.03,8066,1006,0.019
193904;53,11,0.35,0.65,0.32,0.38,0.12,0.13,0.04,2995,993,0.011
193906;134,44,0.44,0.56,0.32,0.24,0.17,0.07,0.21,2374,1116,0.0
193916;3,1,0.44,0.56,0.3,0.18,0.19,0.2,0.14,3179,1011,0.014
193942;3,0,0.63,0.37,0.12,0.15,0.17,0.22,0.34,3939,1660,0.031
193944;36,2,0.39,0.61,0.27,0.35,0.15,0.13,0.1,53990,1558,0.022
193946;33,9,0.57,0.43,0.17,0.12,0.25,0.19,0.27,32438,1170,0.083
193950;20,10,0.33,0.67,0.44,0.27,0.08,0.14,0.08,625782,2133,0.112
193952;62,13,0.31,0.69,0.38,0.31,0.16,0.12,0.04,7132,4727,0.034
193954;11,2,0.5,0.5,0.15,0.3,0.15,0.21,0.18,11000,1411,0.035
193956;1337,603,0.34,0.66,0.39,0.22,0.2,0.13,0.06,2544,1990,0.011
193958;11,2,0.59,0.41,0.12,0.16,0.2,0.18,0.34,2120,975,0.021
193960;31,7,0.48,0.52,0.22,0.23,0.2,0.16,0.19,119682,3344,0.091
193966;11,3,0.31,0.69,0.38,0.32,0.19,0.08,0.04,36139,1596,0.092
193968;536,237,0.36,0.64,0.38,0.23,0.17,0.13,0.08,16681,1258,0.023
193972;21,6,0.43,0.57,0.34,0.2,0.15,0.15,0.17,7164,2419,0.011
193974;15,5,0.35,0.65,0.33,0.25,0.27,0.1,0.05,10161,2204,0.076
193978;1,1,0.45,0.55,0.39,0.07,0.21,0.11,0.21,11232,1735,0.217
193980;3,0,0.32,0.68,0.38,0.28,0.18,0.11,0.05,4534,1942,0.025
193986;46,8,0.25,0.75,0.53,0.25,0.13,0.07,0.03,10478,3009,0.044
194004;256,63,0.4,0.6,0.3,0.2,0.25,0.15,0.1,3101,1400,0.021
194006;21,4,0.41,0.59,0.21,0.36,0.23,0.11,0.09,13093,1554,0.072
194010;16,3,0.44,0.56,0.25,0.33,0.05,0.22,0.16,38710,6175,0.06
194012;0,0,0.29,0.71,0.64,0.16,0.03,0.1,0.07,312,524,0.0
194016;206,48,0.38,0.62,0.36,0.22,0.18,0.13,0.1,8257,842,0.043
194022;10,2,0.45,0.55,0.23,0.23,0.25,0.14,0.15,11716,1926,0.1
194026;11,2,0.31,0.69,0.46,0.23,0.13,0.12,0.06,4797,984,0.011
194028;4,2,0.51,0.49,0.2,0.15,0.28,0.22,0.16,6145,1764,0.061
194032;0,0,0.4,0.6,0.33,0.16,0.26,0.15,0.09,720,785,0.0
194044;7,0,0.71,0.29,0.06,0.04,0.1,0.45,0.36,9549,1190,0.041
194046;237,50,0.41,0.59,0.3,0.25,0.2,0.17,0.08,124894,1388,0.088
194052;72,13,0.4,0.6,0.23,0.34,0.2,0.18,0.06,59612,713,0.047
194058;4,1,0.53,0.47,0.05,0.14,0.47,0.17,0.18,9746,1979,0.029
194070;20,4,0.44,0.56,0.29,0.21,0.18,0.18,0.15,2406,898,0.02
194074;679,278,0.26,0.74,0.5,0.26,0.16,0.04,0.05,3619,1222,0.011
194088;111,18,0.5,0.5,0.26,0.17,0.14,0.26,0.18,34449,1644,0.028
194094;219,86,0.38,0.62,0.26,0.38,0.16,0.13,0.08,40029,1217,0.038
194100;11,2,0.5,0.5,0.18,0.29,0.17,0.14,0.21,10177,2546,0.056
194104;262,29,0.51,0.49,0.15,0.25,0.23,0.19,0.19,69477,1765,0.06
194126;6,2,0.4,0.6,0.27,0.3,0.2,0.16,0.07,115258,622,0.076
194128;2,1,0.22,0.78,0.63,0.06,0.18,0.09,0.03,236940,6234,0.024
194132;49,10,0.52,0.48,0.13,0.32,0.18,0.14,0.23,43462,2362,0.091
194134;71,33,0.56,0.44,0.21,0.16,0.11,0.24,0.28,7841,1279,0.092
194136;14,1,0.56,0.44,0.18,0.16,0.18,0.16,0.31,7730,1057,0.022
194138;0,0,0.39,0.61,0.5,0.0,0.5,0.0,0.0,7976,5723,0.0
194140;45,9,0.46,0.54,0.18,0.31,0.26,0.12,0.13,72103,1282,0.013
194144;4,1,0.5,0.5,0.22,0.16,0.21,0.24,0.17,18595,1241,0.037
194148;9,1,0.49,0.51,0.19,0.13,0.31,0.24,0.12,15076,1342,0.077
194152;7,1,0.18,0.82,0.67,0.16,0.14,0.02,0.0,2513,910,0.0
194188;2,1,0.39,0.61,0.28,0.3,0.23,0.06,0.13,2073,1547,0.0
194194;21,6,0.52,0.48,0.2,0.18,0.2,0.19,0.24,11335,444,0.044
194198;3,1,0.27,0.73,0.68,0.14,0.09,0.05,0.05,3861,1162,0.143
194200;44,5,0.27,0.73,0.5,0.2,0.17,0.08,0.04,2830,1196,0.014
194202;602,160,0.33,0.67,0.37,0.26,0.26,0.07,0.04,66871,1185,0.021
194206;59,21,0.38,0.62,0.28,0.28,0.23,0.14,0.07,68201,1918,0.034
194226;5,0,0.29,0.71,0.4,0.38,0.12,0.07,0.03,813,404,0.023
194230;2,1,0.33,0.67,0.42,0.16,0.27,0.1,0.06,12789,1548,0.058
194238;22,9,0.39,0.61,0.32,0.22,0.19,0.19,0.09,164784,1993,0.049
194242;570,147,0.42,0.58,0.19,0.34,0.25,0.15,0.07,58019,1471,0.112
194244;6,2,0.42,0.58,0.23,0.28,0.24,0.15,0.1,4562,1592,0.022
194254;1828,455,0.36,0.64,0.38,0.22,0.2,0.14,0.06,192874,1596,0.047
194268;18,3,0.38,0.62,0.34,0.26,0.16,0.11,0.12,3581,2018,0.021
194286;2,0,0.35,0.65,0.33,0.34,0.15,0.08,0.09,3340,1121,0.024
194288;1,1,0.49,0.51,0.23,0.2,0.16,0.26,0.15,2335,719,0.0
194292;2,1,0.48,0.52,0.0,0.0,1.0,0.0,0.0,2449,1124,0.0
194294;6,6,0.33,0.67,0.43,0.15,0.25,0.11,0.05,2484,1813,0.0
194308;14,1,0.45,0.55,0.24,0.26,0.18,0.14,0.17,7468,1318,0.041
194312;362,127,0.37,0.63,0.41,0.26,0.09,0.11,0.13,102376,1714,0.039
194320;70,32,0.34,0.66,0.29,0.45,0.14,0.1,0.02,35659,1667,0.061
194336;31,13,0.48,0.52,0.19,0.25,0.27,0.12,0.18,1902,552,0.014
194340;11,3,0.42,0.58,0.29,0.23,0.2,0.12,0.15,19413,1819,0.033
194342;9,2,0.56,0.43,0.1,0.2,0.24,0.25,0.21,114464,1530,0.058
194346;10,3,0.32,0.68,0.37,0.2,0.32,0.1,0.01,13588,2017,0.092
194348;9,1,0.32,0.68,0.4,0.27,0.19,0.11,0.03,22092,1542,0.069
194350;3,1,0.44,0.55,0.18,0.24,0.37,0.12,0.09,2190,1278,0.041
194352;1,0,0.44,0.56,0.07,0.18,0.75,0.0,0.0,2789,971,0.0
194358;3,1,0.43,0.57,0.22,0.23,0.31,0.17,0.07,19258,10308,0.052
194360;3,1,0.43,0.57,0.25,0.28,0.19,0.18,0.1,3698,1145,0.14
194362;19,1,0.33,0.67,0.4,0.29,0.08,0.11,0.11,19511,639,0.063
194364;1,0,0.38,0.62,0.23,0.27,0.37,0.1,0.03,22007,241,0.01
194366;203,26,0.33,0.67,0.08,0.71,0.12,0.06,0.04,44095,583,0.031
194368;0,0,0.34,0.66,0.39,0.18,0.26,0.13,0.03,1671,572,0.042
194396;1267,262,0.44,0.56,0.23,0.34,0.16,0.09,0.18,29776,1209,0.011
194398;3,1,0.27,0.73,0.53,0.15,0.2,0.09,0.03,1271,1082,0.0
194400;83,18,0.43,0.57,0.24,0.29,0.2,0.13,0.14,81674,3687,0.047
194402;8,1,0.43,0.57,0.3,0.19,0.19,0.14,0.18,6153,1143,0.077
194440;2,0,0.47,0.53,0.22,0.22,0.23,0.18,0.14,3334,2193,0.032
194448;140,18,0.26,0.74,0.56,0.2,0.12,0.09,0.03,16630,1136,0.031
194450;3231,683,0.4,0.6,0.29,0.29,0.16,0.16,0.1,19632,1393,0.081
194472;82,26,0.35,0.65,0.42,0.18,0.2,0.11,0.09,353330,2915,0.085
194492;2287,732,0.36,0.64,0.31,0.28,0.24,0.09,0.07,69626,2997,0.04
194494;37,4,0.71,0.29,0.07,0.09,0.1,0.36,0.39,33078,5046,0.041
194496;6,1,0.39,0.61,0.27,0.26,0.25,0.13,0.09,6554,817,0.037
194498;54,6,0.4,0.6,0.33,0.24,0.19,0.08,0.17,44204,946,0.101
194500;7,2,0.36,0.64,0.34,0.22,0.26,0.1,0.08,6300,1988,0.046
194502;3,1,0.47,0.53,0.33,0.08,0.18,0.29,0.12,128820,7782,0.147
194504;30,6,0.39,0.61,0.32,0.24,0.22,0.14,0.09,17149,1670,0.043
194506;112,25,0.32,0.68,0.4,0.23,0.26,0.08,0.03,3416,955,0.02
194508;3,1,0.35,0.65,0.35,0.3,0.2,0.06,0.09,9746,1840,0.089
194510;3,1,0.45,0.55,0.18,0.28,0.19,0.22,0.12,6185,1524,0.1
194512;1404,286,0.46,0.54,0.18,0.27,0.28,0.13,0.14,26271,6434,0.05
194516;176,37,0.32,0.68,0.43,0.24,0.17,0.09,0.06,809226,1170,0.048
194518;17,5,0.44,0.56,0.32,0.26,0.09,0.19,0.14,1684,810,0.028
194520;45,11,0.5,0.5,0.24,0.16,0.2,0.2,0.21,6387,964,0.032
194522;6,2,0.48,0.52,0.22,0.22,0.18,0.24,0.14,43287,1989,0.111
194526;3,1,0.29,0.71,0.55,0.1,0.12,0.17,0.05,47100,1599,0.101
194528;52,30,0.39,0.61,0.27,0.27,0.24,0.14,0.07,768889,1282,0.022
194530;1,0,0.26,0.74,0.61,0.11,0.15,0.12,0.01,5487,4645,0.014
194532;1338,235,0.33,0.67,0.43,0.23,0.15,0.14,0.05,26817,1246,0.078
194542;11,2,0.32,0.68,0.36,0.35,0.19,0.06,0.04,4316,1281,0.033
194564;84,14,0.48,0.52,0.26,0.14,0.25,0.14,0.21,16693,1619,0.048
194582;4,2,0.69,0.31,0.06,0.12,0.13,0.23,0.46,19884,1540,0.016
194586;62,20,0.37,0.63,0.3,0.27,0.25,0.15,0.03,314967,2366,0.094
194602;1853,1321,0.42,0.58,0.27,0.26,0.18,0.19,0.1,42422,2949,0.099
194606;4,0,0.47,0.53,0.22,0.19,0.22,0.26,0.11,5256,1906,0.01
194608;84,32,0.34,0.66,0.36,0.32,0.15,0.1,0.06,26816,2814,0.036
194610;31,5,0.29,0.71,0.44,0.3,0.12,0.12,0.02,20761,2020,0.031
194612;3,1,0.44,0.56,0.25,0.2,0.27,0.19,0.09,2655,1022,0.033
194618;16,10,0.27,0.73,0.51,0.24,0.13,0.09,0.03,6394,1436,0.014
194620;5,1,0.31,0.69,0.35,0.37,0.17,0.06,0.05,5321,972,0.021
194628;2,0,0.4,0.6,0.39,0.11,0.21,0.21,0.07,12257,637,0.071
194632;0,0,0.18,0.82,0.74,0.1,0.13,0.02,0.01,164,94,0.0
194634;5,1,0.37,0.63,0.27,0.37,0.16,0.14,0.06,10559,2273,0.032
194636;10,6,0.54,0.46,0.18,0.19,0.17,0.22,0.25,3825,1019,0.01
194638;692,171,0.55,0.45,0.16,0.18,0.17,0.24,0.24,86138,1010,0.056
194642;3,0,0.28,0.72,0.42,0.31,0.17,0.09,0.01,1932,1152,0.0
